id,source,language,task1,task2,clean_text
3477,twitter,es,1,objectification,busco mujer que viva en torrevieja cerca de alicante para follar
3478,twitter,es,0,non-sexist,este nstor humberto es la peor escoria
3479,twitter,es,0,non-sexist,chicas me haba olvidado letra de this is what it takes la puta madre
3480,twitter,es,0,non-sexist,gracias por apoyar las mujeres lo necesitan
3481,twitter,es,0,non-sexist,siempre frida nunca frigida
3482,twitter,es,1,objectification,busco mujer quiera ser felizrequisistos para estar con santi dumraufedadestaturatetas culo me da igualq se lave los dientesq sea de sagitario libra acuario aries virgo le guste follar duro salvaje tambin tierno mimoso
3483,twitter,es,0,non-sexist,pedicabo ego vos et irrumabo es una frase latina muy popular hay traducciones muy pasionales as como hay otras cercanas al texto latino paedico se traduce como sodomizar irrumo se traduce como insertar violentamente un pene dentro de la boca
3484,twitter,es,0,non-sexist,adems no entiendo porque se legalice el aborto no van salir todas las mujeres abortar todo lo contrario en los pases que es legal se aborta menos entonces deberian apoyar la legalizacin aparte es sencillo quien no quiera abortar que no aborte no te obligan
3485,twitter,es,0,non-sexist,impresionante como algo tan fantstico como el satisfyer llega convertirse en un aparato de tortura en las manos de un hombre oye ni eso hacen bien
3486,twitter,es,1,ideological-inequality,que dentro de poco vamos tener que castrarnos por ser solamente hombres que hay mucho hijo de puta violador maltratador etc lo sabemos todos pero se estn pasando con el feminismo radical
3487,twitter,es,1,ideological-inequality,si el hombre siempre ha sido el ser superior dominante la mujer la sumisa cmo se equilibra esto buscando la igualdad que ninguno sea superior otro pues protegiendo la mujer no vas proteger al hombre
3488,twitter,es,0,non-sexist,quiso censurar monasterio valiente como pocasla verdadera mujer empoderada
3489,twitter,es,1,misogyny-non-sexual-violence,qu tan mierda de persona tenes que ser para desearle eso mujeres que nunca te hicieron nada an as no las quieras no las aguantes deberan hablar as de ellas ni de ninguna otra mujerme importa un choto si lo deca posta para joder se van la mierda odio
3490,twitter,es,1,stereotyping-dominance,queremos que mujeres participen conmigo no para que me vean bien las feministas es que la mujer es entregada sometida honesta obediente
3491,twitter,es,1,objectification,follar se puede tampoco que no me ha quedado claro
3492,twitter,es,1,stereotyping-dominance,waka waka esto es africa que papel triste mediocre decadente hace esta mujer nada mejor puesto el mote de florero
3493,twitter,es,0,non-sexist,hola si consideras vulnerados tus derechos inicia la va administrativa enviando un derecho de peticin ante ellos deben responder en un trmino de das hbiles revisa en el tem informacin valiosa sobre cmo proceder
3494,twitter,es,1,stereotyping-dominance,desde que nacemos nos ensean diferenciar la perfeccin de lo que est bien lo que est malsacar buenas notas perfectoque se comporta como una seorita bienque quiere llevar una falda cortamuy putadelgada xito gordaperdedoraque llorainfantil
3495,twitter,es,0,non-sexist,todo su debido tiempo ti no te ensearon nada dias despus de nacer ya que no estaba en tus capacidades es igual con el feto
3496,twitter,es,0,non-sexist,volv fumar detesto el hbito el dao que me hace nivel fsico pero no puedo negar que amo el olor del tabaco en mi ropa mezclado con mi perfume no hay explicacin pero me hace sentir atractiva
3497,twitter,es,1,ideological-inequality,las feministas sin padre no piensan igual
3498,twitter,es,0,non-sexist,pasamos por aqu para recordarte lo fuerte poderosa hermosa que eres nunca dudes de ti sintete orgullosa de tu fuerza etiqueta las mujeres ejemplo de empoderamiento en tu vida recurdales lo hermosas que son por ello
3499,twitter,es,0,non-sexist,mi primer terremoto me he cagao como una guarra
3500,twitter,es,1,ideological-inequality,hola buenas querra un poco de feminismo del que busca la igualdad no nos queda pues ponme del de la rae puede ir con trazas de patriarcado que patriarcado doleras bueno mejor que el de irantzu es se traga mejor donde va parar
3501,twitter,es,0,non-sexist,igual insisto los tratan mal pero quieren que les aplaudan no se que opines tu pero suena hasta un tanto masoquista la verdad no creo que todos los hombres sientan un nivel de superioridad la mujer mas bien es un punto de vista en el cual tu puedes acordar disuadir
3502,twitter,es,0,non-sexist,jodeme que kim esta embarazada
3503,twitter,es,0,non-sexist,come mierda pendejohay andas regalando laminas que putas va hacer la gente con laminas
3504,twitter,es,0,non-sexist,la chica sin es hermosa
3505,twitter,es,1,ideological-inequality,amigaspor qu no dejan ya la matraca del sistema patriarcal le dan la connotacin de ser los hombres causantes de todos los males desgracias cuanto defectuoso se encuentre por ah
3506,twitter,es,0,non-sexist,le pido el mundo que preste mucha atencin existen houston esclavitud la prostitucin rob mujeres hombres deben de pagar una cuota diaria para poder vivir el jefe de estado en houston se llama daniel crespo daniel de la ciudad de manzanillo en cuba granma
3507,twitter,es,0,non-sexist,puta ahora tengo miedo
3508,twitter,es,0,non-sexist,que bronca me da cuando netflix te pregunta ay seguis ahi si mogolico donde poronga me voy ir me haces sentir una gorda de mierda que no se levanta del sillon para nada igual eso es lo que soy pero tampoco para que me lo recuerdes viste
3509,twitter,es,1,stereotyping-dominance,rubia tonta full
3510,twitter,es,1,stereotyping-dominance,anda muy rebelde mujer tumba
3511,twitter,es,0,non-sexist,los medios azuzan el odio piden represin contra los piden viviendasirepresionno est junto guernicadepie la vida hay que elegir nosotros elegimos junto al pueblo trabajador las valientes mujeres las pibas pibes que luchan lo suyo
3512,twitter,es,0,non-sexist,rebelde la nia ya es mujer verdadesocultas
3513,twitter,es,1,ideological-inequality,mayor insulto agravio amenazas es el nuevo que pretende asesinar nios mujeres por aborto llamado feminismoabortolegal
3514,twitter,es,0,non-sexist,me parece vergonzoso adems tirando de victimismo apoyar la poesa autores minoritarios no te exime de cumplir contratos
3515,twitter,es,0,non-sexist,voy por mi cumpleaos apoyo decididamente que cada mujer sea libre para decidir sobre su cuerpo quesealey
3516,twitter,es,0,non-sexist,hoy visitamos la en el marco del da internacional de las personas con discapacidad junto su comisin directiva dialogamos sobre el trabajo por delante en materia de polticas pblicas para mujeres con discapacidad
3517,twitter,es,0,non-sexist,educacininclusiva todos tenemos caractersticas diferentes juntos construyamos un mundo con igualdad de derechos desde generamos aprendizajes significativos mediante la convivencia armnica entre todos los miembros de la comunidad educativa sembramosfuturo
3518,twitter,es,0,non-sexist,hola protege tus derechos enviando una queja al operador te brindarn un deben responderte mximo en das hbiles si no ests de acuerdo con la gestin entra facilita
3519,twitter,es,0,non-sexist,la no tolerar conductas inapropiadas como el acoso hostigamiento sexual asegura el rector jos romn ruiz carrillo al presidir la presentacin del diagnstico de acoso hostigamiento sexual en estudiantes de la mxima casa de estudios
3520,twitter,es,0,non-sexist,algun dia dejaras de doler tanto mes de diciembre solo soy una coraza de hierro para aguantar tus dias mis lagrimas amenazan con asomar mi mirada se pierde en tu recuerdo padre de mi alma
3521,twitter,es,0,non-sexist,era incomodo ser mirado por mujer con esa misma mirada en medio de tantas mujeres estar siendo modelo para estar usando ropas cumpliendo trabajo ella en su mente dijo igualito su padre en el porte la elegancia
3522,twitter,es,0,non-sexist,fregar las de la noche es una personalidad es la ma para luego volver fregar las de la maana si
3523,twitter,es,0,non-sexist,hoy en el dainternacionaldiscapacidad recordemos que asambleistas personajes del gobierno luego de engaar al estado junto la cmplices en violar derechos los ciudadanos
3524,twitter,es,0,non-sexist,feministas morelianas exigen congreso legalizacin del abortolas feministas pasaron al rededor de horas fuera de las instalaciones del congreso hasta que las dejaron entrar toda la info
3525,twitter,es,0,non-sexist,tengo que trabajar sabado lunes martes esto merece que me ponga en blanco el
3526,twitter,es,0,non-sexist,siento me caen todos para el culo pero hay disimular
3527,twitter,es,0,non-sexist,la puta madre melo estaba buscando este hilo lara etiquetarte acabo de desistir porq lo habia perdido
3528,twitter,es,0,non-sexist,mi mam es una amante de gatos reprimida prove me wrong
3529,twitter,es,0,non-sexist,se armo la fiesta golpes lamanada en pleno por la honra de rosario lahijadelmariachi
3530,twitter,es,0,non-sexist,tranquilo en su palacio el sabe no est entre los millones de ciudadanos hombres mujeres nios ancianos que quieren
3531,twitter,es,1,misogyny-non-sexual-violence,tambin reas cuando tu amo deca que iba azotar hasta sangrar una mujer tambin azotas las mujeres
3532,twitter,es,1,stereotyping-dominance,la reconstruccin de personajes masculinos femeninos spider woman capitana marvel supergirl apoya cimenta la idea de que ciertas mujeres no pueden ser exitosas debido ser mujeres necesitan de hombres para construir su personalidad su xito
3533,twitter,es,1,misogyny-non-sexual-violence,miranda cosgrove paso de ser una perra mala una mojigata aljsdalkjdsd
3534,twitter,es,0,non-sexist,la mayora de las veces juzgamos los hombres mujeres que viven una relacin txica en la que frecuentemente hay agresiones malos tratoshoy te invitamos no sealar ser emptico solo as podrs ayudarle esa persona reescribir su historia yodigonomas
3535,twitter,es,0,non-sexist,yositecreo
3536,twitter,es,0,non-sexist,fue muy triste lo recuerdo hay hombres no quieren las mujeres no entiendo por qu de casan este era de otra poca en la actual deberan pensarlo antes de casarsea la mujeres un consejo los prncipes azules no existen cuidado con los conocen
3537,twitter,es,0,non-sexist,siguen fieles su concepcin estrecha eso si
3538,twitter,es,1,sexual-violence,te quiero follar hasta romperte las piernas eres una nia mala una nia mala te gusta eso te encanta maldita puta ofrecida vamos gmeme sigue gimiendo no te detengas pequea zorra ofrecida te gusta esto te fascina te excita rugirle
3539,twitter,es,1,misogyny-non-sexual-violence,nooo las mujeres que te gustan son del estilo de la amante de tu pap esa mujer que hablaba de la infeccin vaginal que le pego tu pap
3540,twitter,es,0,non-sexist,la polla me menciona todo el mundo en esto jajajajajajaaj
3541,twitter,es,0,non-sexist,gracias por la valenta de exponerte despus de las cosas que se dijeron con respecto las mujeres que deciden abortarque todo sirva para entender que el aborto existe el debate es legal clandestinoquesealey te abrazo
3542,twitter,es,0,non-sexist,estar embarazada por qu tendr tantas ganas de tener una plaza en el
3543,twitter,es,0,non-sexist,delinquir es violar la ley sencillo una pena que algo tan bsico est lejos de tu alcance
3544,twitter,es,0,non-sexist,que fea prensa la gente lo tiene como semidis nunca voy olvidar la cartula de su semanario donde vea los cuerpos atades de los primeros muertos del coronavirus como la prensa chicha que tanto se quejaba
3545,twitter,es,0,non-sexist,no entiendo la necesidad el afn de decirle la gente si est gorda flaca como si eso les afectara que
3546,twitter,es,0,non-sexist,esto solo aclara que como digna hija de leopoldo ya era lugerita de chica
3547,twitter,es,0,non-sexist,jess vzquez eres noble dices lo que corazn siente pantoja se merece esas palabras
3548,twitter,es,0,non-sexist,esta muerto de miedo como tu club que en un campo de juego fue vergonzoso bien merecido el descenso ahora es de hombre asumirlo no estar de llorn con algunos periodistas para meter presin para que se mantengan son tan impresentable como lozano
3549,twitter,es,0,non-sexist,si hoy no llevas cors puede que sea gracias ella si eres mujer has estudiado en universidad espaola en parte tambinmujeresinvisiblespioneras dolors aleu la ginecloga rebelde contra la opresin del cors
3550,twitter,es,0,non-sexist,esta ya no debe tener espacio en el pais ya pasaron de ans siguen con pensamientos cojudos retrgrados explotadores del rgimen laboral terminemos el con la generacinasilo envimoslos su casa for good
3551,twitter,es,0,non-sexist,respeto la vida la dignidad del hombre incluido la mujer libre desempeo de la personalidad eso es el chavismo para mi creo que el socialismo es solo una doctrina de organizacin social basados en principios cientficos morales con fines de convivencia armonica
3552,twitter,es,0,non-sexist,qu es majors conozco majorettes por qu vas criticar majorettes metoo
3553,twitter,es,0,non-sexist,las mujeres sordas con baja audicin no verbales sordociegas vctimas de maltrato pueden llamar al con svisual telesor la app porm con la app accesible con svisual app alertcops violenciamachista accesibilidad
3555,twitter,es,1,misogyny-non-sexual-violence,dselo tu marido que adems de soar con azotar mujeres le gustaba mucho maradona
3556,twitter,es,1,ideological-inequality,que onda con estas fakeministas por esto ahora van querer ir pintar destruir golpear las policas porfavor no nos discrimine porque no todos los hombres somos iguales
3557,twitter,es,0,non-sexist,yo no tengo estudio pero si leo los hombres creo que es todos los si no es as alguien que me explique la diferencia por favor
3558,twitter,es,0,non-sexist,eljuegodechileentvn ahora comienza despistados cuando la competencia contina muy estrecha sigue la seal en vivo
3559,twitter,es,0,non-sexist,creo que para evitar estas cosas hombres mujeres deberan pasar pruebas de reducciones ante personas violentas ella que no las pase prohibido patrullar en la calle sin msporque esto puede salir as puede ser que al compaero incluso le cosan pualadas algo peor
3560,twitter,es,0,non-sexist,soy una guarra
3561,twitter,es,0,non-sexist,como cul estoy hasta la polla de leer comentarios as de llorones defender el estilo bara no significa tener que atacar todos los equipos que defienden significa querer que el bara obligue todos jugar as para frenarlo nos lo metieron poniendo el autobs
3562,twitter,es,0,non-sexist,chaofrenteamplio de paso chao partido comunista son la escoria del mundo
3563,twitter,es,1,objectification,amigo est buensima tu mujer me encant que buen par de tetas simplemente perfecta
3564,twitter,es,0,non-sexist,cleo no se poda perder el as que como la buena fan que es de estas chicas se fue con su botecito de frutas su cartelito de summerwithkyoka que lleva en la carterita mucha suerte preciosas
3565,twitter,es,1,sexual-violence,te chupo el culo asta que pidas gritos que te la ponga as miramos tu marido como se pajea
3566,twitter,es,1,misogyny-non-sexual-violence,jajajaja das risa estara padre que salieras del clset igual as se te quita la ira homosexualidad reprimida aunado tu lamentable se evidencia en tu coraje ojal encuentres un hombre que te haga feliz
3567,twitter,es,0,non-sexist,la capacidad el valor el compromiso social de esta extraordinaria mujer no est en duda que orgulloso me hace sentir como dominicano dios la bendiga la libre de todo mal
3568,twitter,es,0,non-sexist,patrimonio del cine colombiano de se nos muestra como una revolucionaria inconforme con el orden la injusticia social pero all de ser una agitadora poltica fue una mujer culta carismtica rebeldesociedad margarita colombia
3569,twitter,es,1,misogyny-non-sexual-violence,lo que es indignante es que una frgida como se lo lleve doblado los autnomos nos morimos de hambre
3570,twitter,es,0,non-sexist,tu sabes contar hasta fueron los terroristas que intentaron asesinar sus novios guardia civiles en alsasua
3571,twitter,es,0,non-sexist,lo mismo pasa cuando la gran mayora de mercantilistas mal llamados empresarios usan la palabra sostenibilidad lo mismo con tantos otros conceptos por ejemplo lean management agile scrum innovacin disrupcin empoderamiento un largo etctera
3572,twitter,es,0,non-sexist,venezuela chantajean con el pernil que nunca han entregado sus seguidores hay que ser escoria para hacerlo para aceptar
3573,twitter,es,0,non-sexist,mi madre tiene que estar hasta la polla de que le ensea fotos de crdoba
3574,twitter,es,0,non-sexist,chicas estamos en la casa de fumando marihuana en directo lleguen
3575,twitter,es,0,non-sexist,grandsimos hijos de puta seguro que ni multa les ponen esa vaina es bien ilegal le pudieron haber quemado una cortina alguien obvio adems el trauma las mascotas alrededor
3576,twitter,es,0,non-sexist,puta que pariu hein green bay packers
3577,twitter,es,1,ideological-inequality,hembrismo est fuerte
3578,twitter,es,0,non-sexist,animo polo honestamente mejor has una cuenta nueva te va traer como raton loco no te va solucionar nada avisa aca en para seguirte esta muy nenaza con la censura
3579,twitter,es,1,stereotyping-dominance,soy roja pero su fuera buen capitn cuidara sus elementos ah est entonces cul es el problema si siente muy seguro porque se enoja egosta si se fractur el equipo que se retire el su mujer sumisa porque todo fue democrtico fuerapato
3580,twitter,es,0,non-sexist,acabo de ver las ilustraciones que tienen indignada mucha genteme parece que estn jodiendo por joder que en ocasiones el man ilustra cosas que le dicen otras mujeres ustedes no saben leer creen que se lo invent todo
3581,twitter,es,0,non-sexist,todos los das en la tienen mucho tirn mediticorealmente juegan en desventajao es victimismo
3582,twitter,es,0,non-sexist,si pidi opiniones tu opinaste no es mansplaining si no le gust tu opinin poda debatir no buscar incendiar
3583,twitter,es,0,non-sexist,lleve mi dona la sucursal las seoritas igual de ofendidas por la promocin de pesos una dona no me pueden hacer la devolucin dej abandonada la dona cara que han vendido
3584,twitter,es,0,non-sexist,eso es manspreading no
3585,twitter,es,1,misogyny-non-sexual-violence,azotar mujeres hasta que sangren
3586,twitter,es,1,stereotyping-dominance,notallmen me siento mal de no haber podido satisfacerteyo wey no te des tanta importancia se necesita muchsimo que pito para que yo est lunes feliziniciodesemana
3588,twitter,es,0,non-sexist,ser humano remplaz la religin con la polticaya no cree en dios pero se deja sodomizar de politiqueros ansiosos de poder
3589,twitter,es,1,sexual-violence,buen dia como estas me pareces una doncella digna de cuento de hadas querria hacerte una propuesta indecente invitarte mi humilde hogar en el horario que mejor se acomode ti saludos cordiales bella damisela que ganas de comerte la concha puta
3590,twitter,es,0,non-sexist,ah estaba justo lo que quera escuchar cada una de esas palabras como consegua comprenderle tan bien sin necesidad de ponerlo todo patas arriba como siempre le pasaba se notaba millas cuando un hombre ha sido curtido por el tiempo la madurez la sensatez
3591,twitter,es,0,non-sexist,no mezclen un equipo cona escoria de morena tambin
3592,twitter,es,0,non-sexist,claudio fermn gane como fraudediputado en su finitud ser un perdedor est dentro de los polticos menos dignos lo malo para venezuela es que la carrera de los polticos termina con su muerte hasta sus ltimos das pueden fregar los ciudadanos
3593,twitter,es,1,stereotyping-dominance,parte de la idiosincrasia es pensar que todas las mujeres son unas santas que cuando hacen algo mal fue por la culpa de un hombre fue orillada realizarlo cinismo
3594,twitter,es,0,non-sexist,nio deja mi perro dormir
3595,twitter,es,0,non-sexist,esteban echeverra un asesino al volante atropell una mujer que circulaba en bicicleta conductor escap sin asistirla iris esta viva de milagronoticias radio
3596,twitter,es,0,non-sexist,metoo pero nos van hacer alcoholicos
3597,twitter,es,0,non-sexist,creo que algn abogado de derechos humanos debe interponer una demanda por el dao que puede causar su video las jvenes mujeres de este pas del mundo por difundir un video daino la salud pblica mundial
3598,twitter,es,0,non-sexist,la perspectiva la salud es importante pero tambin hay que saber que hay que cogerla con pinzas por aos de androcentrismo no dejarla de aplicar sino cambiarla donde no hace ningn bien
3599,twitter,es,0,non-sexist,pero esto no tiene correlacion con el plazo fijo uva si es verdad esta reprimida la inflacion el te refleja la inflacion actual cuando la inflacion deje de estar reprimida se dispare se va ver reflejado en el indice
3600,twitter,es,0,non-sexist,esa jovencita tiene tanto que ensearme mas que mi edad he sido muy reprimida debo soltarme los verdaderos placeres de la vida
3601,twitter,es,0,non-sexist,de quines hablashice un tuit hacia una persona pblicate metistes en medio con el nico argumento para defenderla de el insulto hacia ahora hablas de conspiracionessoy una mujer libre que expreso mi opinin punto
3602,twitter,es,0,non-sexist,bon diasomhi aamb lendevinalla adivinanza nmbien marfilbien goma ymuchas veces astaxa embellecer sirvoa mujeres hombrestengo dientes sin tener boca ytrabajo en un laberintoqu snormes
3603,twitter,es,1,stereotyping-dominance,seora vaya fregar la loza que ud no tiene nada que hacer aqu como si lucrarse de todo esto fuera grave que lo que usted su hija han estado haciendo contra dalas javi yo es que me descojono
3604,twitter,es,1,stereotyping-dominance,mujer al volante
3605,twitter,es,1,ideological-inequality,para el decirle mujeres drogdict que una vende su cuerpo insinuando prstitut la otra de feminazi ese es batalla cultural pero cuando una feminista real ataca con una noticia falsa javi esa hay que apoyarla la hipotenusa
3606,twitter,es,0,non-sexist,va hablar sobre persona invitada tipo la sorpresa perdon no se como traducirlo espaol jaksjak ahora hablo de mark mark dijo que estaba en el sotano jkasjks dijo que michael es su mejor amigo se rio ahora le esta diciendo que diga una parte de seorita de camila para
3607,twitter,es,1,objectification,las arbitras tienen que ser una gordas culias feas para que las feministas se sientan representadas jajaj
3608,twitter,es,0,non-sexist,yo cada da alucino con que alguien no valore lo que tiene al ladorosalinda es una persona lindsimatanto por fueraq se ve la legua como por dentro el pto intil de la garrapata con pelusilla lleva sin saber cmo valorar empoderar esta pedazo de mujer
3609,twitter,es,0,non-sexist,loltimo comisionado mauricio arriaza chicas ha presentado su renuncia al cargo de viceministro honorem de la anuncia abogado defensor nahum martnez
3610,twitter,es,0,non-sexist,esa asamblea se lo merece
3611,twitter,es,0,non-sexist,exacto yo como feminista que soy que he aprendido de varias mujeres en mi vida que me han ayudado ejercer el tema con inteligencia comparto mi opinin creeme que con el paso del tiempo la definicin del feminismo se ha ido distorsionando incluso creando ramas de esta
3613,twitter,es,0,non-sexist,sin paos tibios por ser mujer
3614,twitter,es,0,non-sexist,rebelde espaol soda stereo mujer fuerte decidida
3615,twitter,es,0,non-sexist,me senta tan afortunada hace unos meses porque crea que tena un hombre que me aceptaba tal como soy que me vio en mi mejor peor momento an as decidi quedarse pero bien dicen que jams terminamos de conocer las personas obvio hoy ya no est en mi vida
3616,twitter,es,0,non-sexist,no es no no es diversin aprovecharse de la persona cuando la otra no quiere si uno no quiere no se le puede imponer que lo haga lamanada usostic
3617,twitter,es,0,non-sexist,si algn transfobo terf est leyendo esto les pido por favor que paren el dao que hacen es tremendo joderya dejennos en paz no entiendo tanto odio hacia nosotres las personas trans siempre hemos apoyado al feminismo las mujeresse estn equivocando mal
3618,twitter,es,0,non-sexist,me interesa la declaracin fiscal de como la de aquellas cartas chantajeando extorsionando empresarios para comprar armas con las que asesinar hombres mujeres nios
3619,twitter,es,0,non-sexist,de la poblacin masculina en japn se consideran hombres herbvoros que es un fenmeno de rechazo al matrimonio al noviazgomuy parecido la filosofa ahora es que vienen darse cuenta de las consecuencias del ginocentrismo
3620,twitter,es,1,sexual-violence,yo siempre tengo ganas de follar una mujer como tu
3621,twitter,es,1,stereotyping-dominance,rubia por lo tonta bueno nono saba debo chequear tus historias de ig
3622,twitter,es,0,non-sexist,si encima tenemos un intendente que no puede defender la ciudad ni gestionarla peor va ser el verano de la provincia no quiere pensar que lo votaron para que est en el dilogo de la mesa chica fiasco
3623,twitter,es,0,non-sexist,intelecto porque al ser raza csmica saben que no los van poder explotar pero ustedes al ser ricos su se pueden mezclar comprando las mujeres bellas inteligentes del mundo
3624,twitter,es,1,stereotyping-dominance,verdadella lleg un momento en el que ella se harto de que la quisieran solo como la rubia tontaeso las lites yanquis no les gust hicieron lo que siempre han hecho ante cualquier rebelda
3625,twitter,es,0,non-sexist,asi es patitos si ponemos ese ejemplo se necesita de una fuerza que lo lanc tal vez la fuerza del aire de la naturaleza que la hace caer la fuerza de un hombre que la avienta de hecho avienta jejej como muy natural correcta tu frase bro saludos xitos
3626,twitter,es,0,non-sexist,desafortunadamente el internet la telefona celular no tiene suficiente cobertura en todo el pascomo he dicho antes colombia hay una estrecha banda ancha
3627,twitter,es,0,non-sexist,violar el debido proceso coadyuva liberar crimnales no entienden que se defiende secuestros se defiende que el tal vallarta lleva aos sin sentencia todo derivado de un montaje dado como cierto en tiempo real por loret el hoy preso garcialuna
3628,twitter,es,0,non-sexist,siempre el desamor va de la mano con un buen licor que vivan las mujeres que viva el amor pero mientras me toca la puerta me tomo otro alcoholhay algo mejor
3629,twitter,es,0,non-sexist,siempre pienso que estoy embarazada pero en realidad son mis quistes chingando
3630,twitter,es,0,non-sexist,corto ttem loba escrito dirigido por me ha parecido muy interesante con buenos momentos de tensin con una historia muy atractiva con muchas posibilidades final se me ha escapado un poco me ha quedado con ganas de saber aunque quizs sea mejor as
3631,twitter,es,1,ideological-inequality,la contienda por la gubernatura de asesinaron fsicamente armando chavarra barreraen esta contienda pretenden matar civilmente flix salgado macedonioel arma estratgica es la acusacin de una violaciny la puesta en escena de ese feminismo prianista
3632,twitter,es,0,non-sexist,eso digo yo aborto legal seguro si gratuito no una cosa es en casos extremos de violacion otra cosa es una decisin propia
3633,twitter,es,0,non-sexist,mientras la gente pasaba hambre bancolombia gano en los primeros meses de este ao mas parte de mil millones que le regalo duque los bancos en colombia hay mucha plata pero tambien hay mucha escoria robandosela toda
3634,twitter,es,0,non-sexist,una vez una amiga me dijo que estaba haciendo orinoterapia para quedar embarazadame dio mucha impresin pero no le cuestion nada
3635,twitter,es,0,non-sexist,la ventana al mundo ventana de campeones centros comerciales el centro hasta las tetas pero de eso no hablan porque sus patrones no les conviene parranda de hipocritas
3636,twitter,es,0,non-sexist,solicitamos su ayuda hay una madre desesperada quien base de engaos le arrancaron su hijo justiciaparaelenaydani metoo feminismo feminista derechoshumanos hidalgo noticierohechos mexico violenciamachista
3637,twitter,es,0,non-sexist,lima sin duda las mujeres hoy en da realizan diversas actividades para ello les gusta lucir distintas probar diferentes peinados looks menudo se planchan rizan el cabello para darle un toque que realce su belleza natural tambin es muy com
3638,twitter,es,0,non-sexist,condenan la mujer juzgada por el chumino rebelde por un delito contra los sentimientosreligiosos
3639,twitter,es,1,misogyny-non-sexual-violence,tranquilzate lagartona
3640,twitter,es,0,non-sexist,la valenta de ana cristina barragn es sobrecogedora con lo que ha hecho sobre todo con lo que ha dicho ha salvado vidascuantas mujeres habran cado en manos de ese monstruo si ella no hablaba mi admiracin sin parpadeos mi herona yositecreo
3641,twitter,es,0,non-sexist,he subido una serie de historias instagram maravillosas por cierto varios hombres me han saltado con un notallmen por ello que para quien le interese recomiendo la lectura de este artculo
3642,twitter,es,0,non-sexist,las mujeres abortan lo he visto en mis pocos aos como profesional de salud llegan quirfano para ser legradas es decir sacar los restos que quedaron en su tero algunas en silencio profundo que slo ellas deben entender otras grito de dolor de semanas incluso meses
3643,twitter,es,0,non-sexist,que error hubo complicidad estaban todos metidos tratando de fregar terminaron fregando toda vzla
3644,twitter,es,0,non-sexist,te referirs la revolucin del reprimida violentamente por el gobierno de derechas te refieres las elecciones de que ganaron pese los caciques que hacan trampas en su contra
3645,twitter,es,0,non-sexist,quin te ense esa palabrita de manginalos
3646,twitter,es,0,non-sexist,da de hoy concluimos las actividades que realizamos como parte del marco conmemorativo de los das de activismo contra la violencia de gnerote esperamos las en el webinario mujeres discapacidad derechos aqu te dejamos el enlace
3647,twitter,es,0,non-sexist,cmo est chica siga yendo los plats dejo de ver los programas donde vayamediaset no puede fomentar que se salten el confinamiento una niata como ella se ra de todos
3648,twitter,es,0,non-sexist,ltimamente he estado leyendo sobre feminismo no es sepa mucho pero me gusta informarme sobre estas cosas tambin quiero decir que desde hace tempo simpatizo con la teora del radfem por avisar
3649,twitter,es,1,ideological-inequality,interesante conversacin hoy en las colas del hambremamaa qu tenemos para comer hoyno lo cario lo que nos den en el banco de alimentoscario no me piropees machistapero si eres mi hijano me califiques djame decidir si me siento hombre mujer
3650,twitter,es,1,stereotyping-dominance,uno de vox que dice que soy rubia tonta
3651,twitter,es,1,misogyny-non-sexual-violence,una lela zurda marimacho no puede estar donde est una mierda de de ser humano
3652,twitter,es,0,non-sexist,feriadellibrouoa conversemos con isabel allende mujeres del alma ma allende se sumerge en sus concepciones sobre feminismo en un ensayo personal donde desentraa la lucha contra el sistema patriarcal conctate youtube este viernes
3653,twitter,es,0,non-sexist,mis mutuals nunca sirvieron para nada psimo servicio
3654,twitter,es,1,objectification,dan asco por que mierda tengo que verle las tetas estas pelotudas
3655,twitter,es,0,non-sexist,holaaaa
3656,twitter,es,0,non-sexist,pero que dices payaso love simeone all homies le coman la polla al cholo
3657,twitter,es,0,non-sexist,con las cosas dice se merece eso mas
3658,twitter,es,0,non-sexist,igualdad de derechos ante la ley para hombres mujeres en paraguay promulg la inconstitucional ley cuando debi vetarla pero ahora viene hablarnos contra el feminismo grupos de izquierdanonosengaanms alguientienequedecirlo
3659,twitter,es,0,non-sexist,buenas noches preciosa gracias feliz bendecido descanso metoodiosconnosotras abrazos dulcessueos
3660,twitter,es,0,non-sexist,la mugre que dejaron las seoritas de pauelos verdes una vergenza los diputados sin palabras no se olviden cuando vayan votar
3661,twitter,es,0,non-sexist,esa si es una mujer empoderada
3662,twitter,es,0,non-sexist,estela de carlotto en cronicaanunciadahoy es un da para brindar por los derechos de las mujeres
3663,twitter,es,1,ideological-inequality,redoblante por medio festejando un genocidio da triste esas mujeres abrazndose festejando la muerte de un beb angelito sin poder defenderse cuanta tristeza
3664,twitter,es,0,non-sexist,punto ac es que se pida que ele aborto sea legal no significa que todas las mujeres van estar obligadas abortar si quieres tener tu criatura fino pero deja que aquellas que no lo buscaron puedan interrumpir voluntariamente su embarazo cuesta entender eso
3665,twitter,es,0,non-sexist,metrpoli presentan iniciativa para castigar de aos de crcel quien cometa acoso sexual valindose de su posicin jerrquica en la entrate
3666,twitter,es,1,misogyny-non-sexual-violence,la tetona debe entender que no es necesario vestir los nios de nenas para que comprendan el rol de las mujeres basta con la explicacin por ejemplo hacerlos trabajar en grupo junto con las chicas exigindoles respeto las mismas maestras deben hacer comprender desde
